Protein_Group	Genes	TRM_day30_vs_MoMacs_day30_logFC	TRM_day30_vs_MoMacs_day30_pval	Removed?	Contaminant?
Q68FL6	Mars1	-4.50573921993919	0.0070995207440428	No	No
Q69Z37	Samd9l	-3.83678594306468	0.0050043909459499	No	No
Q69ZK0	Prex1	-5.47959895506127	0.0004908576912463	No	No
Q6A026	Pds5a	-7.33500943097358	6.27001165089766e-12	No	No
Q6A068	Cdc5l	-3.47763341542051	0.0087148719251065	No	No
Q6A0A9	FAM120A	-4.34121191554962	0.0001642788865127	No	No
Q6DFW4	Nop58	-3.29542426738711	0.0044480791827052	No	No
Q6DTY7	Pfkfb4	-3.02573620797824	0.0013861793618287	No	No
Q6KAR6	Exoc3	-4.62845839538849	0.0003195144921937	No	No
Q6NZR5	Skiv2l	-3.93202102131719	0.0021553667435011	No	No
Q6P1B1	Xpnpep1	-3.16671721640189	0.0015213375715127	No	No
Q6P2B1	Tnpo3	-3.57604758065754	0.0001023679253699	No	No
Q6P2K6	Ppp4r3a	-4.25634953437008	0.0001093436948928	No	No
Q6P4T2	Snrnp200	-3.18531115919523	0.0006538793462983	No	No
Q6P542	Abcf1	-4.32917588456559	0.002268560279524	No	No
Q6P5D8	Smchd1	-5.18326239705025	9.95380810573182e-05	No	No
Q6P5F9	Xpo1	-2.06639667896768	0.0009133270372372	No	No
Q6P6M7	Sepsecs	-5.31395107401215	3.8407647052655e-06	No	No
Q6PD03	Ppp2r5a	-4.46547952410957	0.0003574712957331	No	No
Q6PDQ2	Chd4	-5.18458321779342	0.0004155169705275	No	No
Q6PE01	Snrnp40	-3.77045573337025	0.0099647430013845	No	No
Q6PEB6	Mob4	-6.09386805087249	1.36613776395398e-08	No	No
Q6PF93	Pik3c3	-2.90693703720117	0.0049600669139744	No	No
Q6PFD9	Nup98	-3.2422493833331	0.0065085614336626	No	No
Q6PFR5	Tra2a	-2.73351762859782	0.0052012820827835	No	No
Q6PGC1	Dhx29	-2.8886985866119	0.0083426602229992	No	No
Q6PGF7	Exoc8	-4.85278438741168	0.0009475658535646	No	No
Q6PGG2	Gmip	-2.93547781028271	0.0094510001410343	No	No
Q6Q899	Ddx58	-4.25079750789456	0.0057989405583048	No	No
Q6WVG3	Kctd12	-2.50532129394514	6.97215363168155e-06	No	No
Q6ZQA0	Nbeal2	-6.90001910737237	6.51739967274567e-06	No	No
Q6ZWN5	Rps9	-3.46491430595141	0.0095785170525417	No	No
Q6ZWU9	Rps27	-2.92008274382315	0.006641191457856	No	No
Q6ZWV3	Rpl10	-4.35423347910908	0.0025075662300356	No	No
Q78JT3	Haao	-2.21127113707307	0.0056807511543635	No	No
Q793I8	Tifa	-5.10699745627463	0.0001235618713613	No	No
Q7TMK9	Syncrip	-3.36710209535972	0.0028637936566445	No	No
Q7TMY8	Huwe1	-3.86974068735403	0.0083210685852112	No	No
Q7TNL5	Ppp2r5d	-2.71136360003526	0.0020697933060658	No	No
Q7TPV4	Mybbp1a	-3.39863233115257	0.0087095140434364	No	No
Q7TSG2	Ctdp1	-2.54026593533148	0.0006451810350066	No	No
Q7TSH6	Scaf4	-2.3497821787444	0.0055699617522322	No	No
Q7TSI3	Ppp6r1	-3.58358460574414	0.0052783509220653	No	No
Q7TSS2	Ube2q1	-3.50258863208577	0.0073542730329915	No	No
Q80SU7	Gvin1	-4.26301659182249	9.56791568083349e-07	No	No
Q80SW1	Ahcyl1	-3.98500209250927	6.68742594736013e-05	No	No
Q80TM9	Nisch	-3.42739371198319	0.0007103685920018	No	No
Q80UW8	Polr2e	-4.54022381036523	9.216191662726541e-09	No	No
Q80W47	Wipi2	-7.267540807641	8.00880653098291e-12	No	No
Q80WQ2	Vac14	-2.09348989079866	0.0058533389070243	No	No
Q80X82	Sympk	-5.69848299662667	1.81679397157743e-06	No	No
Q80XU3	Nucks1	-2.19780127990345	0.002387358196313	No	No
Q810B6	Ankfy1	-2.87396556634462	0.00030248494156	No	No
Q8BFQ4	Wdr82	-3.22836101674725	0.0069116642549095	No	No
Q8BG94	Commd7	-3.60855198048007	7.20148706646185e-05	No	No
Q8BGD9	Eif4b	-2.86950692368693	0.0029237318487787	No	No
Q8BGQ7	Aars1	-3.71947522778626	0.0006139892205888	No	No
Q8BGW1	Fto	-3.3527258040879	0.0004980773675435	No	No
Q8BGZ4	Cdc23	-5.08656921971804	1.24600974594716e-06	No	No
Q8BH61	F13a1	-7.57854501651996	2.25368631724773e-10	No	No
Q8BH74	Nup107	-5.12214709046735	5.53759422590304e-05	No	No
Q8BHD7	Ptbp3	-3.21080638581195	0.0088157566156539	No	No
Q8BHG1	Nrdc	-2.31632064879501	0.0044019713306699	No	No
Q8BHG2	Czib	-3.42888004787134	0.0001684819408646	No	No
Q8BHZ0	Cyria	-2.60839480587199	0.0077241325497486	No	No
Q8BIQ5	Cstf2	-5.48874326978866	5.61681958744919e-07	No	No
Q8BJ71	Nup93	-5.27192520191774	0.0004690704920818	No	No
Q8BJY1	Psmd5	-2.12353682086033	0.0005095818439802	No	No
Q8BK64	Ahsa1	-2.32238435730751	0.000310144897781	No	No
Q8BK67	Rcc2	-3.28518233357245	0.0024285881555422	No	No
Q8BKC5	Ipo5	-2.03243998896055	0.000480218363385	No	No
Q8BKS9	Pum3	-6.65303581947045	3.1258631348588e-09	No	No
Q8BL97	Srsf7	-3.36636440354529	0.004122148375997	No	No
Q8BMA6	Srp68	-8.13585877102557	6.85939219223515e-07	No	No
Q8BMF4	Dlat	-4.15720788169221	8.64493661917312e-05	No	No
Q8BMG7	Rab3gap2	-6.50520574015492	1.64451729051935e-08	No	No
Q8BND5	Qsox1	-4.80117233514103	8.47121919896845e-06	No	No
Q8BPU7	Elmo1	-3.28667337999472	0.0001534070930648	No	No
Q8BQ30	Ppp1r18	-6.33767829807813	6.74921915135933e-08	No	No
Q8BQM4	Heatr3	-2.18042791830687	0.0026870329409046	No	No
Q8BTI8	Srrm2	-6.57165805211022	1.22076172734781e-05	No	No
Q8BTS3	Gbp9	-5.44184012820334	6.92999805561432e-07	No	No
Q8BTU1	Cfap20	-3.2364313018579	0.0001279940889996	No	No
Q8BU30	Iars1	-4.34710112793568	0.002651859504309	No	No
Q8BUK6	Hook3	-5.19660445757634	4.22394761234675e-05	No	No
Q8BV49	Pyhin1	-6.3152521976837	5.60017913721268e-07	No	No
Q8BVY0	Rsl1d1	-3.96457169422628	0.0014069412438319	No	No
Q8BWG8	Arrb1	-4.43882434877293	0.0010344849634333	No	No
Q8BX70	Vps13c	-5.72823493595632	8.94935869682405e-06	No	No
Q8BYA0	Tbcd	-4.70691873126087	0.0077835564596288	No	No
Q8BYC6	Taok3	-6.52226102471519	6.82914910502546e-07	No	No
Q8BZY3	Ddx19b	-2.95909182577213	0.0032707864555917	No	No
Q8C079	Strip1	-4.50752562346638	7.38592150584778e-06	No	No
Q8C0L6	Paox	-3.52536939601884	7.50551495464339e-06	No	No
Q8C0P5	Coro2a	-4.19498238606427	0.0003160384070191	No	No
Q8C147	Dock8	-4.08268047980438	0.0027337345810911	No	No
Q8C3J5	Dock2	-3.61352938646565	0.0073707431111963	No	No
Q8C570	Rae1	-5.44247695871283	2.29113617018633e-06	No	No
Q8C5L3	Cnot2	-2.83098113510233	3.30351669527186e-05	No	No
Q8C754	Vps52	-4.54541447436308	0.0004073378668048	No	No
Q8CBA2	Slfn5	-6.14286326855143	3.51298758443995e-09	No	No
Q8CCF0	Prpf31	-3.87316583536654	0.000182855594719	No	No
Q8CCS6	Pabpn1	-3.01372143798485	0.0030743848914939	No	No
Q8CDM8	Fam160b1	-3.86460512773393	0.0044697517805636	No	No
Q8CEC6	Ppwd1	-3.72948978156341	0.0016117183904259	No	No
Q8CF89	Tab1	-2.36029960924097	0.0020115587126398	No	No
Q8CFB4	Gbp5	-5.92941139316713	1.10730157407863e-08	No	No
Q8CFE4	Scyl2	-4.42416250109395	0.0012494158563476	No	No
Q8CFI7	Polr2b	-4.01718464923952	0.0032109353558266	No	No
Q8CG47	Smc4	-6.33628769283477	7.50249670210004e-05	No	No
Q8CG48	Smc2	-3.19259313853438	0.0029564724213723	No	No
Q8CG76	Akr7a2	-4.18672699719002	0.008641652625694	No	No
Q8CGA0	Ppm1f	-5.03655801458414	1.61174943230608e-06	No	No
Q8CGE8	Ifi205a	-4.39559198428312	5.16583616682803e-05	No	No
Q8CGK3	Lonp1	-4.5595137235731	1.99119787437893e-05	No	No
Q8CGZ0	Cherp	-5.58151881988975	1.64169820293141e-05	No	No
Q8CH18	Ccar1	-3.71939429374379	6.27147502600328e-06	No	No
Q8CHC4	Synj1	-4.65290687569699	0.0004465874279027	No	No
Q8CHP8	Pgp	-3.01836050807997	0.0007674219394803	No	No
Q8CHW4	Eif2b5	-5.1856920706582	3.23884741437855e-07	No	No
Q8CHY3	Dym	-6.40620223547343	7.6091050692816e-07	No	No
Q8CI04	Cog3	-5.05492468437971	0.0057188033457835	No	No
Q8CI71	Vps50	-4.99506386863089	5.3382958679036e-07	No	No
Q8CI75	Dis3l2	-2.53646698828789	0.0087333564279999	No	No
Q8CIG8	Prmt5	-3.83273144946813	0.0094252784633492	No	No
Q8CIH5	Plcg2	-3.05911288173415	8.91576447383709e-05	No	No
Q8CIM8	Ints4	-4.2158219286186	1.37222835973372e-05	No	No
Q8JZM6	Tifab	-2.94186555897967	0.0013538775665166	No	No
Q8JZN5	Acad9	-3.54455611572687	0.0009947942686306	No	No
Q8K019	Bclaf1	-4.96779497971832	0.0001223404001458	No	No
Q8K124	Plekho2	-5.8782825427582	7.02118359813406e-10	No	No
Q8K1I7	Wipf1	-2.9982114680464	0.0012394211358437	No	No
Q8K1M6	Dnm1l	-2.81182099480154	0.0090558716525531	No	No
Q8K1R7	Nek9	-6.31511686994729	3.07575013334982e-06	No	No
Q8K1X4	Nckap1l	-4.11144830616396	0.0011730753010629	No	No
Q8K212	Pacs1	-6.78529778869182	3.3779316569910005e-11	No	No
Q8K268	Abcf3	-3.35942677767343	0.0002892185154965	No	No
Q8K296	Mtmr3	-4.78770918949724	2.47405640696999e-07	No	No
Q8K2I1	Fntb	-4.86069305821195	2.43117169338514e-06	No	No
Q8K2L8	Trappc12	-2.34527173874158	0.0060715505377327	No	No
Q8K2V1	Ppp4r1	-5.42581708698999	0.0001739548014195	No	No
Q8K2V6	Ipo11	-3.03845532046403	0.0008714636034791	No	No
Q8K2Z2	Prpf39	-4.88747613400186	8.7515680109062e-05	No	No
Q8K337	Inpp5b	-3.92839376514175	0.0004153746401466	No	No
Q8K352	Sash3	-2.29474140678278	0.0009068851078391	No	No
Q8K3C3	Lzic	-3.50545681672328	0.0035273347558705	No	No
Q8K3H0	Appl1	-3.37917867911088	0.0098443903632856	No	No
Q8K3W0	Babam2	-5.57300849423339	4.44757391505535e-06	No	No
Q8K426	Retnlg	-9.76779334455897	2.6669630428560103e-15	No	No
Q8K4I3	Arhgef6	-3.45904715696915	0.0072219178840267	No	No
Q8K4Z3	Naxe	-3.21347364908342	0.0076766639476968	No	No
Q8K4Z5	Sf3a1	-3.97046902804934	0.0098021035473316	No	No
Q8R050	Gspt1	-3.05870276737445	0.0086047192737251	No	No
Q8R086	Suox	-2.00862187425277	0.0060590928401665	No	No
Q8R0F6	Ilkap	-4.10406589477531	0.0002396199287211	No	No
Q8R0H9	Gga1	-2.86046896649583	0.007575559065376	No	No
Q8R1Q8	Dync1li1	-3.05584741872165	0.002921767036407	No	No
Q8R2S8	Cd177	-5.92292923499958	4.45214907660542e-10	No	No
Q8R2U0	Seh1l	-5.62500228061319	5.60044093724796e-06	No	No
Q8R317	Ubqln1	-6.72612426574402	5.14068356586078e-10	No	No
Q8R326	Pspc1	-6.02723715384087	5.60497429071867e-07	No	No
Q8R3C0	Mcmbp	-4.044444476363	9.85572484244381e-05	No	No
Q8R3P6	Ints14	-6.14933632476772	1.76022340316041e-08	No	No
Q8R4K2	Irak4	-3.93528207949335	0.0006555495107476	No	No
Q8R550	Sh3kbp1	-3.92222091449314	1.92030386630844e-05	No	No
Q8R574	Prpsap2	-2.96760493318546	0.0023480480150852	No	No
Q8R5A3	Apbb1ip	-3.55153744886607	0.0003772443902655	No	No
Q8R5F7	Ifih1	-3.97608621908951	0.0002595472967432	No	No
Q8R5L3	Vps39	-3.11800286733971	0.0037859567919268	No	No
Q8VC03	Eml3	-4.22291772940614	0.0031793526897039	No	No
Q8VD65	Pik3r4	-5.92491008696271	1.40243847972218e-07	No	No
Q8VDL4	Adpgk	-4.94149675173369	1.54100014556048e-06	No	No
Q8VDM4	Psmd2	-3.80775154574674	0.0027002840193154	No	No
Q8VDP4	Ccar2	-6.06913053074268	0.0001517824956496	No	No
Q8VDQ1	Ptgr2	-7.76489313256166	0.0004961599832575	No	No
Q8VDW0	Ddx39a	-4.50489160957067	0.0001162890273069	No	No
Q8VE37	Rcc1	-6.71022152717291	1.37039474591128e-06	No	No
Q8VE47	Uba5	-3.63036603321684	0.000933540552221	No	No
Q8VE70	Pdcd10	-2.3330683852878	0.0065628506073082	No	No
Q8VE97	Srsf4	-6.48831965984284	1.28146617861789e-06	No	No
Q8VEE0	Rpe	-3.71052633664071	0.0006445844610258	No	No
Q8VEE4	Rpa1	-3.6436997806751	0.000772457312506	No	No
Q8VH51	Rbm39	-5.96037841802927	7.76248942081155e-05	No	No
Q8VHK9	Dhx36	-4.53059214900272	0.0003055804730002	No	No
Q8VHM5	Hnrnpr	-3.76276747587733	0.0058991892215119	No	No
Q8VI36	Pxn	-3.05736430186817	0.0001120384582602	No	No
Q8VI93	Oas3	-2.74698383487918	0.0012330166124271	No	No
Q91V12	Acot7	-3.46150634544451	0.002261274047578	No	No
Q91V92	Acly	-3.98773094260799	4.58834933807058e-07	No	No
Q91VH2	Snx9	-4.74197265601812	0.0002427558712781	No	No
Q91VR8	Brk1	-2.22099708848178	0.007650619829041	No	No
Q91W86	Vps11	-4.36926738998538	0.0048488614181965	No	No
Q91W89	Man2c1	-4.5307985421908	0.0001880191236911	No	No
Q91WC0	Setd3	-2.62154781671989	0.0003117159357932	No	No
Q91WV0	Dr1	-3.46291495007147	0.0022100073647474	No	No
Q91XL1	Lrg1	-2.83068711500553	3.3729739460958e-05	No	No
Q91XV3	Basp1	-3.49145466303967	0.001078350603118	No	No
Q91YE6	Ipo9	-2.66918510167705	0.0012597187710446	No	No
Q91YI4	Arrb2	-4.53877398949904	0.0025724946089275	No	No
Q91YL3	Uckl1	-2.99453061569049	0.000527382981203	No	No
Q91YP3	Dera	-3.14879395567901	3.77274552639812e-05	No	No
Q91YR7	Prpf6	-4.40164274443851	0.0001580232826769	No	No
Q91YR9	Ptgr1	-3.93653719395853	4.80122560654796e-05	No	No
Q91YX0	Themis2	-4.1650590164961	1.10251005214221e-05	No	No
Q91Z40	Gbp7	-2.89658233928382	0.0011815491562486	No	No
Q91Z53	Grhpr	-2.72184447740607	0.0063265981365265	No	No
Q91Z67	Srgap2	-3.37000306386824	0.0028420905800947	No	No
Q91Z98	Chil4	-6.51306632316921	4.06073941106584e-10	No	No
Q91ZR2	Snx18	-3.61717364904445	0.0046494364582824	No	No
Q91ZW3	Smarca5	-4.14132203583924	0.0048792389998746	No	No
Q920B9	Supt16h	-4.39968673003565	0.0003014353895251	No	No
Q921F2	Tardbp	-3.61651679661004	0.0089356047067051	No	No
Q921F4	Hnrnpll	-5.63055934203577	9.73513232594191e-07	No	No
Q921J2	Rheb	-7.39618957163394	6.4031827348654e-05	No	No
Q921W0	Chmp1a	-2.89705923590568	0.0025201150792333	No	No
Q922B2	Dars1	-3.3045699334773	0.0051566671381015	No	No
Q922D4	Ppp6r3	-4.36408073618109	2.31666061825143e-05	No	No
Q922H4	Gmppa	-3.73207347278194	0.0066307207356314	No	No
Q922L6	Nelfcd	-3.52805240099135	8.7099115346395e-05	No	No
Q922P9	Glyr1	-3.03604933610457	0.0018252719801894	No	No
Q922S4	Pde2a	-10.2512073179445	8.17792531245046e-12	No	No
Q922V4	Plrg1	-3.96593821380247	0.0049735715153954	No	No
Q923D4	Sf3b5	-2.23516728098377	0.0048669468734639	No	No
Q924M7	Mpi	-3.12881644969905	0.000145391413124	No	No
Q924Z6	Xpo6	-5.86007193046404	7.027418503249839e-11	No	No
Q99104	Myo5a	-4.01313851680575	0.0030268441589141	No	No
Q99J36	Thumpd1	-4.2007797012948	0.0034271074867962	No	No
Q99J45	Nrbp1	-4.70387896545475	7.43970749952624e-05	No	No
Q99JI4	Psmd6	-2.1793595640927	0.007002559771969	No	No
Q99JR8	Smarcd2	-6.3275363919249	0.0004871409055308	No	No
Q99JX7	Nxf1	-2.77929190352154	0.0043264209484415	No	No
Q99KP6	Prpf19	-2.13501714611367	0.0035610763421456	No	No
Q99KR3	Lactb2	-4.37004200598818	0.0011988819289846	No	No
Q99L45	Eif2s2	-3.56444165785083	0.0099424233275577	No	No
Q99LB6	Mat2b	-3.33770637823541	0.0014245933954582	No	No
Q99LC8	Eif2b1	-3.75624156342192	0.0012427657777731	No	No
Q99LI8	Hgs	-3.4654306034094	0.0066696099761304	No	No
Q99LI9	Clp1	-2.89304946788322	0.0037096762401452	No	No
Q99LL5	Pwp1	-3.24200927348501	0.0004221185894901	No	No
Q99LM2	Cdk5rap3	-4.61764840281029	6.08199339642578e-06	No	No
Q99M31	Hspa14	-2.63594941950584	0.0089868857282929	No	No
Q99M51	Nck1	-2.65990571686459	0.0014577034036811	No	No
Q99MD9	Nasp	-2.21727920585661	0.000328522444357	No	No
Q99MN1	Kars1	-2.12810726231275	0.0054251970576684	No	No
Q99MR6	Srrt	-5.19158519309712	0.0036957221692023	No	No
Q99NB1	Acss1	-3.65912053229948	0.0044408282107932	No	No
Q99NB9	Sf3b1	-2.51734288687229	0.0053259799982913	No	No
Q99PG2	Ogfr	-5.4888210860544	0.0001047354730259	No	No
Q99PL5	Rrbp1	-2.61251197782365	0.0069176882243763	No	No
Q99PV0	Prpf8	-3.26422220875786	0.0012730143600876	No	No
Q9CPP0	Npm3	-3.05079391617118	0.0015151919753664	No	No
Q9CQ89	Cuta	-6.19495829292492	3.61683932647793e-11	No	No
Q9CQC6	Bzw1	-3.24763330299102	0.0097316392252524	No	No
Q9CQC8	Spg21	-4.0149092154968	0.0001519873487614	No	No
Q9CQE5	Rgs10	-4.5652968213198	1.4737152237299e-08	No	No
Q9CQK7	Rwdd1	-5.23991700871043	4.26564194816442e-08	No	No
Q9CQM5	Txndc17	-3.05293956828182	0.0001810535671825	No	No
Q9CQM9	Glrx3	-3.21693516396706	0.0030683733677735	No	No
Q9CQR6	Ppp6c	-3.27562857853526	0.0024400554735398	No	No
Q9CR09	Ufc1	-3.84253383830619	0.0028727116653253	No	No
Q9CR57	Rpl14	-3.47590706315924	0.0029013633534863	No	No
Q9CRB9	Chchd3	-5.43026431020217	6.69334586563263e-07	No	No
Q9CSH3	Dis3	-3.91563819926717	0.0036523860883486	No	No
Q9CT10	Ranbp3	-2.97179764861745	0.0035259991070712	No	No
Q9CU62	Smc1a	-2.99586389058679	0.0007019752036973	No	No
Q9CW03	Smc3	-3.32890068802865	0.0011083167346822	No	No
Q9CW46	Raver1	-3.28329095411583	0.0006807215523153	No	No
Q9CWK8	Snx2	-2.44037738634587	0.0080714108281829	No	No
Q9CWL8	Ctnnbl1	-5.67274501378885	2.62392661033056e-08	No	No
Q9CWS4	Ints11	-2.52523308220118	0.0023656551810184	No	No
Q9CWZ7	Napg	-3.94094389177229	1.03421730084279e-05	No	No
Q9CX56	Psmd8	-2.59787689128192	0.0069883586725041	No	No
Q9CY66	Gar1	-5.87888475450126	1.59502589984566e-06	No	No
Q9CYA6	Zcchc8	-2.29269972720634	0.0001468080489865	No	No
Q9CYG7	Tomm34	-2.11286694235126	0.0040503835361686	No	No
Q9CYR6	Pgm3	-2.28238528534198	0.001661325156111	No	No
Q9CYZ2	Tpd52l2	-2.55258969949689	0.0030831110432129	No	No
Q9CZE3	Rab32	-2.79079445388987	0.0072053089123814	No	No
Q9CZH3	Psmg3	-5.02844254771089	1.81695665523813e-06	No	No
Q9CZM2	Rpl15	-3.54705930540283	0.0090589817981839	No	No
Q9CZN7	Shmt2	-3.90852940774024	0.0094397536956689	No	No
Q9CZU3	Mtrex	-3.54028121719973	0.0054246846332827	No	No
Q9CZW5	Tomm70	-2.99461181226422	0.0022957058407545	No	No
Q9D0K2	Oxct1	-2.90326428236612	0.005449305672002	No	No
Q9D0L8	Rnmt	-2.70524481658184	0.0035561390373164	No	No
Q9D0M1	Prpsap1	-4.48850664026235	1.28011603103473e-06	No	No
Q9D142	Nudt14	-3.57310264533838	2.95230359367625e-06	No	No
Q9D1G1	Rab1b	-3.06444977893089	0.0069095795964678	No	No
Q9D1J3	Sarnp	-5.40833250981796	5.50314754819695e-09	No	No
Q9D1K2	Atp6v1f	-4.28984815204189	0.0047426447012295	No	No
Q9D1P4	Chordc1	-4.24857812727376	0.000230942139755	No	No
Q9D1Q6	Erp44	-3.77563797711747	0.0042913002889376	No	No
Q9D287	Bcas2	-5.04418788591527	6.56044944439752e-08	No	No
Q9D2R0	Aacs	-4.80788466371466	0.0002126642035608	No	No
Q9D2V7	Coro7	-4.25611403386944	2.94553789012129e-06	No	No
Q9D2Y4	Mlkl	-3.32144792494139	0.0003096234428683	No	No
Q9D3E6	Stag1	-2.07474898931395	0.0096226924530669	No	No
Q9D5V5	Cul5	-6.56165807041166	7.41760245583102e-05	No	No
Q9D6N5	Drap1	-2.80402297069147	0.0003295011899909	No	No
Q9D6R2	Idh3a	-4.34983734036707	0.0003493011606964	No	No
Q9D6Y7	Msra	-3.71185779795528	3.66814374940636e-05	No	No
Q9D6Y9	Gbe1	-7.66703839326276	4.0490862708146e-07	No	No
Q9D6Z1	Nop56	-3.62087761459221	0.0033799075348471	No	No
Q9D868	Ppih	-3.52446304610904	4.75506984713324e-05	No	No
Q9D898	Arpc5l	-4.67662869561138	0.0022570257344445	No	No
Q9D8B3	Chmp4b	-4.5908121863904	0.0002041777694188	No	No
Q9D8C9	Pnp2	-2.67364020155277	0.0015316652848115	No	No
Q9D8N2	Dennd10	-3.81968079205674	0.0013599136096351	No	No
Q9D8T2	Gsdmd	-2.78283882880553	2.3084669471163e-05	No	No
Q9D8W5	Psmd12	-4.5073840527316	3.45951946250731e-05	No	No
Q9D906	Atg7	-2.89056959895726	0.0021004802036374	No	No
Q9D964	Gatm	-4.20381813452335	1.05741280818689e-05	No	No
Q9DAD6	Pfn3	-2.02689846886539	0.0013153195144932	No	No
Q9DBB8	Dhdh	-8.43242360878369	1.65041525677396e-05	No	No
Q9DBC7	Prkar1a	-3.58883287622783	0.0001870569061739	No	No
Q9DBG7	Srpra	-4.70156484348439	0.0066554241935921	No	No
Q9DBK7	Uba7	-2.06513846103335	0.0060473475913296	No	No
Q9DBR1	Xrn2	-4.81671029494679	0.0002058934636146	No	No
Q9DBR3	Armc8	-2.42833648358127	0.0019641667230486	No	No
Q9DBR7	Ppp1r12a	-6.10315988478236	8.85261595956558e-07	No	No
Q9DBT5	Ampd2	-3.76470809992255	7.35411599934784e-05	No	No
Q9DCC4	Pycr3	-4.11046482378012	3.14183006364507e-05	No	No
Q9DCE5	Pak1ip1	-2.5276129974287	0.0019972648374492	No	No
Q9DCH6	Zfand6	-3.25777508293404	0.0018614370899222	No	No
Q9DCM0	Ethe1	-5.71047660463447	6.88470398461179e-07	No	No
Q9EP89	Lactb	-6.20355323271185	9.27549301490793e-07	No	No
Q9EPB4	Pycard	-3.65902118604132	0.0002418609510109	No	No
Q9EPK7	Xpo7	-4.15538351696397	0.0045768690601721	No	No
Q9EPU0	Upf1	-3.70032785359378	0.0030412664712917	No	No
Q9EPU4	Cpsf1	-4.20113731251911	0.0009175779389902	No	No
Q9EQ61	Pes1	-2.10056632617574	0.0021884460144572	No	No
Q9EQG9	Cert1	-2.64544608260954	0.0057401869276754	No	No
Q9EQU5	Set	-2.21671180196254	0.0023751965401969	No	No
Q9ERD8	Parvg	-4.89882096830421	1.14371856586087e-06	No	No
Q9ERI2	Rab27a	-3.48924334392893	0.0048656834327893	No	No
Q9ERK4	Cse1l	-2.2947858667364	0.0023856279010241	No	No
Q9ES00	Ube4b	-4.60964112018497	1.33711871399095e-07	No	No
Q9ES46	Parvb	-3.33781081518736	0.0010589615652344	No	No
Q9ES52	Inpp5d	-4.2432615823951	0.0001385677770555	No	No
Q9ES56	Trappc4	-3.82156808663142	0.0001632534291065	No	No
Q9ESJ0	Xpo4	-5.32659141250319	3.69116432747268e-05	No	No
Q9ESJ4	Nckipsd	-3.5774700601837	4.4459266896646e-07	No	No
Q9EST4	Psmg2	-5.28772936331698	8.896333052529381e-09	No	No
Q9ESU6	Brd4	-4.04247442878338	5.37331942149338e-05	No	No
Q9ESX5	Dkc1	-2.94653779351016	0.0079549409964391	No	No
Q9ESZ8	Gtf2i	-3.77766968937813	0.0009597895044433	No	No
Q9JHK4	Rabggta	-2.68411704761995	0.0097583574053924	No	No
Q9JHU4	Dync1h1	-2.57914771150786	0.0060552152880307	No	No
Q9JI11	Stk4	-3.80701131820594	0.0016736425709123	No	No
Q9JI46	Nudt3	-2.01048027170177	0.0070176242152413	No	No
Q9JI75	Nqo2	-2.87520390623495	0.0003935131182517	No	No
Q9JI78	Ngly1	-2.329719744593	0.0020214945385832	No	No
Q9JIF0	Prmt1	-2.36911262833099	0.0062298610504083	No	No
Q9JIG7	Ccdc22	-2.51979135767828	0.0023257611757559	No	No
Q9JIX8	Acin1	-3.76101051209329	0.0029907641982409	No	No
Q9JIY5	Htra2	-4.14654252191459	0.0007619982797835	No	No
Q9JJA2	Cog8	-4.01095733801914	1.04801112978795e-07	No	No
Q9JJF3	Riox1	-3.43136764435469	7.48051979757094e-05	No	No
Q9JK48	Sh3glb1	-4.82737610057707	8.0963516261106e-07	No	No
Q9JK81	Myg1	-2.51887465534626	0.0041003801897834	No	No
Q9JKP5	Mbnl1	-4.9410773606868	1.25052906773695e-09	No	No
Q9JKV1	Adrm1	-4.23654571360795	0.0008844378561135	No	No
Q9JKY0	Cnot9	-2.37268543231881	0.001718910938448	No	No
Q9JL26	Fmnl1	-2.90142472960717	0.0070036151439694	No	No
Q9JLI6	Scly	-4.47257746749059	3.04217244958873e-05	No	No
Q9JLN9	Mtor	-4.1362554169923	7.31949646546369e-05	No	No
Q9JLQ0	Cd2ap	-4.2005979269911	1.11327208022916e-05	No	No
Q9JLQ2	Git2	-4.04949225419615	2.39733596080069e-05	No	No
Q9JLV6	Pnkp	-4.40107102635055	1.20347722450966e-05	No	No
Q9JMD0	Znf207	-4.51993734082805	2.48902472482843e-05	No	No
Q9JMH9	Myo18a	-4.37385571695432	0.0025982993733499	No	No
Q9QUK4	Naip2	-3.92020882286923	3.61950833448553e-05	No	No
Q9QVP4	Myl7	-3.86625768194849	0.0001989009978037	No	No
Q9QVP9	Ptk2b	-2.00232018285338	0.0094575155883134	No	No
Q9QXK3	Copg2	-4.3742728209347	0.0081975466398599	No	No
Q9QXK7	Cpsf3	-5.34991521792203	0.0008560858351853	No	No
Q9QXZ0	Macf1	-5.05025057491631	0.0024763547937103	No	No
Q9QY24	Zbp1	-5.02381222992684	1.07683735909414e-06	No	No
Q9QYB5	Add3	-2.77649427646594	9.46188554668625e-05	No	No
Q9QYC0	Add1	-3.65983164059053	0.0002085015650925	No	No
Q9QYI3	Dnajc7	-6.01393623442158	1.86521955849418e-06	No	No
Q9QYJ3	Dnajb1	-6.07681521170077	6.6017844900822e-07	No	No
Q9QZB7	Actr10	-7.10164327368452	0.0003638091646362	No	No
Q9QZQ1	Afdn	-5.18227968273067	0.0005225356121759	No	No
Q9QZQ8	Macroh2a1	-4.25377211700163	0.000193640074039	No	No
Q9R059	Fhl3	-3.79981189051352	1.61994270179757e-06	No	No
